party,press_release,claim_number,claim_text,claim_desc,category,is_policy_like
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,"Students' needs for food, housing, and mental health care are crucial for their success in higher education.",,,
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,4,California's higher education system must respond to issues that were never previously envisioned.,,,
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,5,The Master Plan for California higher education needs to be updated to adequately prepare all students for success.,,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,1,"A good quality e-bike can cost between $600 and $10,000.",,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,2,"Steep costs of e-bikes prevent many lower income Californians from switching to this low-maintenance, zero-emission alternative for short trips.",,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,3,"Electric bikes can accomplish almost all of the trips that electric cars can, including taking children to school and hauling heavy loads.",,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,4,California lags behind world leaders in the adoption of electric bike technology.,,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,5,More than fifteen percent of vehicle trips in California are less than one mile.,,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,6,Eighty percent of vehicle trips in California are less than ten miles.,,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,7,"Nearly half (46 percent) of e-bike trips replace car commutes, at an average of 9.3 miles per trip.",,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,8,California is gearing up to invest an additional $1.5 billion to promote electric vehicle purchases and bolster charging infrastructure.,,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,9,"The Clean Cars 4 All program incentivizes trade-ins for credit toward the purchase of hybrid and zero-emission vehicles, including e-bikes.",,,
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,10,There are equity gaps in California's current approach to incentivizing electric bike purchases.,,,
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,1,"Nearly 3,800 hate incidents have been reported across the country since the COVID-19 pandemic began, according to StopAAPIHate.com.",,,
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,2,The U.S. Department of Justice estimates over half of all hate crimes are never reported.,,,
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,3,A toll-free hate crimes hotline and an online reporting system will allow victims and witnesses to report hate incidents safely and anonymously.,,,
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,4,"Victims of hate crimes may face language or cultural barriers or be undocumented, which complicates their ability to report incidents.",,,
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,5,The California Department of Justice should serve as the central clearinghouse for hate crime reports to coordinate with local law enforcement.,,,
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,6,"A centralized, statewide approach to track hate crimes is expected to assist victims and make California communities safer.",,,
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,7,There has been a skyrocketing increase in hate incidents targeting Asian and Pacific Islander communities during the COVID-19 pandemic.,,,
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,1,Hate crimes targeting Asian Americans in America’s largest cities have increased 164% in the past year.,,,
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,2,"The Anti-Defamation League has reported a surge of anti-Jewish incidents in recent weeks, including violent attacks in Los Angeles and other major urban areas.",,,
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,3,"Law enforcement agencies in California routinely fail to adequately identify, report, or respond to hate crimes.",,,
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,4,Inadequate policies and lack of oversight by the California Department of Justice contributed to a systemic under-reporting of hate crimes across the state.,,,
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,5,Hate crimes in the City of Los Angeles increased 40% from 2016 to 2019.,,,
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,6,Data collected by the U.S. Department of Justice suggests that hate crimes occur 24 to 28 times more frequently than they are reported.,,,
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,7,More than 70% of Asian Americans in California live in fear of racially motivated violence and hate crimes.,,,
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,1,Breathing in toxic smoke has been linked to increased rates of chronic heart and respiratory diseases.,,,
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,2,"Without adequate protective equipment, farmworkers risk lifelong debilitating illnesses.",,,
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,3,AB 73 will ensure a dedicated stockpile of N95 respirators for farmworkers.,,,
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,4,Cal/OSHA strike teams will be deployed to ensure employers are in compliance with Cal/OSHA regulations during major unhealthy air quality events.,,,
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,5,Climate change is causing the worst fires in California's history.,,,
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,6,"AB 73 requires Cal/OSHA to develop and distribute information on wildfire safety to agricultural employees in Spanish and English, as well as via pictograms.",,,
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,1,The COVID-19 pandemic highlighted the need for teachers that are trained in computer science education.,,,
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,2,Technology-related challenges posed a significant barrier to students’ education during the transition to remote learning.,,,
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,3,The Computer Science Access Initiative awards grants to support and encourage the preparation of credentialed teachers to earn a supplementary authorization in computer science.,,,
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,4,Grants will be prioritized for teachers who work in school districts serving a higher proportion of low-income and underserved students.,,,
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,5,The need for computer science as part of primary education for all students is paramount.,,,
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,6,California's high schools offer few computer science courses despite a booming tech sector.,,,
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,7,The Computer Science Access Initiative funding demonstrates the state's commitment to investing in computer science education.,,,
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,1,Ghost guns are showing up at crime scenes across the country.,,,
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,2,Ghost guns do not require a background check.,,,
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,3,AB 1057 will help protect communities from deadly DIY weapons.,,,
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,4,There has been a surge in gun sales since the onset of the pandemic.,,,
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,5,Ghost guns are more difficult to track compared to conventional firearms.,,,
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,6,Businesses selling ghost gun kits are experiencing shipping delays due to high demand.,,,
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,7,AB 1057 ensures that known dangers cannot possess precursor parts that can be converted into functional firearms.,,,
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,8,The presence of firearms in domestic violence situations significantly increases the risk of homicide.,,,
