party,press_release,claim_number,ref_uid,stance_claude_judge,stance_nli_deberta,stance_nli_bart,consensus,unanimous,claim_text,ref_title
dem,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,5,10.1056/NEJMoa1801315,abstain,silent,silent,silent,1,Opioid blockers bind to the same receptors in the brain used by opioids and reverse or block the effects of the drug.,Nasal Naloxone for the Treatment of Opioid Overdose
dem,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,5,10.1176/appi.ps.201800200,abstain,silent,silent,silent,1,Opioid blockers bind to the same receptors in the brain used by opioids and reverse or block the effects of the drug.,Effectiveness of Naloxone in Reducing Opioid Overdose Mortality in the United States
dem,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,5,10.1016/j.jpsychores.2020.110088,abstain,silent,silent,silent,1,Opioid blockers bind to the same receptors in the brain used by opioids and reverse or block the effects of the drug.,The Role of Naloxone in Opioid Overdose Prevention: A Community Perspective
dem,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,5,10.1001/jama.2017.17985,support,silent,silent,silent,0,The essential need is adequate affordable housing dedicated to transition-aged foster youth.,Homelessness and Aging Out of Foster Care: A National Comparison of Child Welfare-Involved Adolescents
dem,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,5,10.1001/jama.2018.11885,support,silent,silent,silent,0,The essential need is adequate affordable housing dedicated to transition-aged foster youth.,Effects of Individual Risk and State Housing Factors on Adverse Outcomes in a National Sample of Youth Transitioning Out of Foster Care
dem,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,4,10.1093/geront/gnad121,abstain,silent,silent,silent,1,"A two-year rent subsidy program funded at $500 million could prevent homelessness for more than 10,000 people.",Does Subsidized Housing Prevent Health Decline and 2-Year Mortality Among Low-Income Older Renters?
dem,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,2,10.3390/ijerph18052470,abstain,silent,silent,silent,1,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Impact of COVID-19 on Mental Health in Adolescents: A Systematic Review
dem,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,2,10.15585/mmwr.mm7141a2,abstain,silent,silent,silent,1,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Adverse Childhood Experiences During the COVID-19 Pandemic and Associations with Poor Mental Health and Suicidal Behaviors Among High School Students — Adolesce
dem,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,2,10.1186/s12889-024-18087-8,abstain,silent,silent,silent,1,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Social factors associated with self-reported changes in mental health symptoms among youth in the COVID-19 pandemic: a cross-sectional survey
dem,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,2,10.1186/s40359-025-03165-2,abstain,silent,silent,silent,1,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Exploring the psychological impact on children and adolescents during the initial period of the COVID-19 pandemic—a systematic review
dem,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,2,10.1186/s12245-021-00359-4,abstain,silent,silent,silent,1,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Adolescent and young adult stress and coping during COVID-19: the utility of a pediatric emergency department screener
dem,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,3,turn0search0,abstain,support,support,support,1,The California Film and Television Tax Credit Program has generated $961 million in revenue from state and local taxes.,"California’s Film & TV Tax Credit Program Generates $24 in Economic Activity for Every $1 Invested, New Study Finds"
dem,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,3,turn0search2,support,silent,support,support,0,The California Film and Television Tax Credit Program has generated $961 million in revenue from state and local taxes.,Press Release: California Film and Television Tax Credit Program 2.0
dem,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,3,turn0search3,support,silent,support,support,0,The California Film and Television Tax Credit Program has generated $961 million in revenue from state and local taxes.,Economic Report Archives | Los Angeles County Economic Development Corporation
dem,20230601-addis-bills-win-approval-state-assembly.txt,3,turn0search3,abstain,support,support,support,1,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,Governor Signs Zbur Bill to Tackle Student Housing Insecurity at California Community Colleges
dem,20230601-addis-bills-win-approval-state-assembly.txt,3,turn0search6,abstain,support,support,support,1,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,New CA laws aim to ease student housing crunch
dem,20230601-addis-bills-win-approval-state-assembly.txt,3,turn0search2,abstain,support,support,support,1,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,The 2023-24 Budget: Student Housing
dem,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,3,turn0search0,abstain,refute,silent,refute,0,The Supreme Court's ruling honors the spirit of cultural preservation for Native American children.,Supreme Court declines to stop transfer of Native American site for mining
dem,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,3,turn0academia13,abstain,silent,silent,silent,1,The funding will help transform the Port into a zero-emission hub.,Optimal Management of a Smart Port with Shore-Connection and Hydrogen Supplying by Stochastic Model Predictive Control
dem,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,3,turn0academia12,abstain,silent,silent,silent,1,The funding will help transform the Port into a zero-emission hub.,Artificial Intelligence in Port Logistics: A Bibliometric Analysis of Technological Integration and Research Dynamics
dem,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,3,10.3389/fmars.2025.1686552,abstain,silent,silent,silent,1,The funding will help transform the Port into a zero-emission hub.,Reducing carbon emissions in the dry port-seaport system: a shared transport approach
dem,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,3,10.3389/fmars.2025.1664611,silent,silent,silent,silent,1,The funding will help transform the Port into a zero-emission hub.,"Green innovation in ports: drivers, domains, and challenges"
dem,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,3,turn0search4,silent,silent,silent,silent,1,The funding will help transform the Port into a zero-emission hub.,Roadmap to a zero-emission port: A case study in Port of Yangpu
dem,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,1,gov.ca.gov/2023/09/12/new-funding-to-help-more-than-2600-californians-move-from-encampments-into-housing/,abstain,refute,support,refute,0,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,"New Funding to Help More Than 2,600 Californians Move From Encampments Into Housing"
dem,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,1,bcsh.ca.gov/media/press_releases/bcsh_20230111.pdf,abstain,silent,support,silent,0,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,Governor’s 2023-24 Budget Continues to Address Housing and Homelessness
dem,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,1,www.cdcr.ca.gov/ccjbh/wp-content/uploads/sites/172/2024/03/CCJBH-Governors-2024-January-Budget-Summary-3.11.24.pdf,abstain,support,support,support,1,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,Governor’s Proposed State Budget
dem,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,1,www.hcd.ca.gov/about-hcd/newsroom/governor-awards-1307-million-to-help-18-california-communities-house-people-living-in-encampments,abstain,refute,silent,refute,0,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,Governor Awards $130.7 Million to Help 18 California Communities House People Living in Encampments
dem,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,1,www.gov.ca.gov/2023/03/16/governor-newsom-announces-1-billion-in-homelessness-funding-launches-states-largest-mobilization-of-small-homes/,abstain,refute,refute,refute,1,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,"Governor Newsom Announces $1 Billion in Homelessness Funding, Launches State’s Largest Mobilization of Small Homes"
dem,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,4,turn0search0,abstain,silent,silent,silent,1,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,CPUC Opens Public Inquiry on High Winter Natural Gas Prices
dem,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,4,turn0search2,abstain,silent,silent,silent,1,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,Governor Newsom Calls for Federal Investigation of High Natural Gas Prices As California Provides Relief
dem,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,4,turn0search5,mixed,silent,silent,silent,0,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,Rep. Levin Calls for Investigation into Natural Gas Price Hikes
dem,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,4,turn0search11,support,silent,silent,silent,0,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,"California regulators look into natural gas price spikes, power market impacts"
dem,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,3,10.1016/j.jadohealth.2019.09.013,abstain,silent,refute,silent,0,Crisis Pregnancy Centers that offer or refer for abortion pill reversal are part of the new frontier of the anti-abortion movement.,Crisis Pregnancy Centers in the United States: Lack of Adherence to Medical and Ethical Practice Standards; A Joint Position Statement of the Society for Adoles
