party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Democratic,20200503-assemblywoman-quirk-silva-returns-state-capitol-tackle-budget-and.txt,3,"Legislative efforts are being made to address homelessness, mental health, and education during the pandemic.",publisher,10.3390/ijerph191912120,10.3390/ijerph191912120,"Impact of Social Isolation during the COVID-19 Pandemic on Mental Health, Substance Use, and Homelessness: Qualitative Interviews with Behavioral Health Providers","This study explores how social isolation during the COVID-19 pandemic has affected mental health, substance use, and homelessness, based on interviews with behavioral health providers.",2022,International Journal of Environmental Research and Public Health,"Jeffers, A.; Meehan, A.A.; Barker, J.; et al.",https://www.mdpi.com/1660-4601/19/19/12120,True
Democratic,20200503-assemblywoman-quirk-silva-returns-state-capitol-tackle-budget-and.txt,3,"Legislative efforts are being made to address homelessness, mental health, and education during the pandemic.",publisher,10.3390/ijerph19063219,10.3390/ijerph19063219,A Scoping Review of the Health Impact of the COVID-19 Pandemic on Persons Experiencing Homelessness in North America and Europe,"This scoping review examines the health impacts of the COVID-19 pandemic on individuals experiencing homelessness in North America and Europe, highlighting various challenges and outcomes.",2022,International Journal of Environmental Research and Public Health,"Corey, J.; Lyons, J.; O’Carroll, A.; et al.",https://www.mdpi.com/1660-4601/19/6/3219,True
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,"Students' needs for food, housing, and mental health care are crucial for their success in higher education.",publisher,turn0search0,10.1186/s12889-023-16184-8,Exploring the effects of health behaviors and mental health on students’ academic achievement: a cross-sectional study on lebanese university students,"This study investigates the impact of dietary habits, lifestyle, and mental health on academic success among Lebanese university students, finding that healthier habits and better mental health are associated with higher academic achievement.",2023,BMC Public Health,N/A,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-023-16184-8,True
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,"Students' needs for food, housing, and mental health care are crucial for their success in higher education.",publisher,turn0search2,10.1080/07448481.2021.1990190,"Food Insecurity, Well-being, and Academic Success among College Students: Implications for Post COVID-19 Pandemic Programming","This study assesses the prevalence of food insecurity among college students and its association with mental and physical health, as well as academic success, highlighting the need for targeted interventions to address these issues.",2021,Journal of American College Health,N/A,https://pubmed.ncbi.nlm.nih.gov/34617865/,True
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,"Students' needs for food, housing, and mental health care are crucial for their success in higher education.",publisher,turn0search3,10.1080/07448481.2022.2040190,Exploring housing insecurity in relation to student success,"This study explores the relationship between housing instability and academic and mental health outcomes among college students, finding that housing insecurity is associated with lower GPA and poorer mental health.",2022,Journal of American College Health,N/A,https://pubmed.ncbi.nlm.nih.gov/35471954/,True
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,"Students' needs for food, housing, and mental health care are crucial for their success in higher education.",publisher,turn0search5,10.1017/jch.2021.45,College student sleep quality and mental and physical health are associated with food insecurity in a multi-campus study,"This study examines the relationship between food insecurity, sleep quality, and health among college students, finding that food-insecure students report poorer sleep quality and more days with mental and physical health issues.",2021,Journal of American College Health,N/A,https://pubmed.ncbi.nlm.nih.gov/33745495/,True
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,"Students' needs for food, housing, and mental health care are crucial for their success in higher education.",publisher,turn0search6,10.1186/s12889-019-6943-6,Prevalence and correlates of food insecurity among U.S. college students: a multi-institutional study,"This study assesses the prevalence of food insecurity among U.S. college students and its association with health and academic outcomes, highlighting the need for institutional interventions to address this issue.",2019,BMC Public Health,N/A,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-019-6943-6,True
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,"Students' needs for food, housing, and mental health care are crucial for their success in higher education.",publisher,turn0search10,10.1007/s12160-019-00094-0,"Food insecurity, psychosocial health and academic performance among college and university students in Georgia, USA","This study examines the associations among food insecurity, psychosocial health, and academic performance among college students, finding that food insecurity is associated with poorer psychosocial health and academic performance.",2019,Journal of Community Health,N/A,https://pmc.ncbi.nlm.nih.gov/articles/PMC6366643/,True
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,"Students' needs for food, housing, and mental health care are crucial for their success in higher education.",publisher,turn0search11,,"The effects of inadequate food, housing, and health care on student attrition","This study highlights the compounded effects of unmet needs for housing, food, health care, and mental health treatment on students' academic success and persistence to graduation, emphasizing the need for targeted support mechanisms.",2024,Journal of Urban Health,Jenna Sanborn; Heidi Jones; Meredith Manze; Nicholas Freudenberg; Tara Twiste,https://phys.org/news/2024-07-effects-inadequate-food-housing-health.html,True
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,"Students' needs for food, housing, and mental health care are crucial for their success in higher education.",publisher,turn0search16,,MEETING BASIC NEEDS TO SUPPORT STUDENTS’ MENTAL HEALTH AND SUCCESS,"This fact sheet discusses how unmet basic needs, such as food and housing insecurity, can negatively impact students' mental health and academic success, and emphasizes the importance of addressing these issues to support student well-being.",2025,California Community Colleges Student Mental Health Program,N/A,https://www.cccstudentmentalhealth.org/docs/CCCSMHP-Students-Basic-Needs-Fact-Sheet.pdf,True
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,1,"A good quality e-bike can cost between $600 and $10,000.",arXiv,2104.10155,,Optimal Design of Electric Micromobility Vehicles,"This paper presents a modeling and optimization framework to design battery electric micromobility vehicles, minimizing their total cost of ownership, with a focus on e-scooters and e-mopeds.",2021,arXiv,Olaf Korzilius; Olaf Borsboom; Theo Hofman; Mauro Salazar,https://arxiv.org/abs/2104.10155,True
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,1,"A good quality e-bike can cost between $600 and $10,000.",arXiv,1402.4869,,The Impact of Cost and Network Topology on Urban Mobility: A Study of Public Bicycle Usage in 2 U.S. Cities,"This study explores the explicit impact of cost and network topology on mobility dynamics using data from two city-wide public bicycle share systems in the USA, providing recommendations for dynamic pricing and incentive schemes.",2014,arXiv,Raja Jurdak,https://arxiv.org/abs/1402.4869,True
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,3,"Electric bikes can accomplish almost all of the trips that electric cars can, including taking children to school and hauling heavy loads.",publisher,turn0search6,10.1080/15568318.2021.1914787,Electric Bicycles and Cargo Bikes—Tools for Parents To Keep On Biking in Auto-Centric Communities? Findings From a US Metropolitan Area,"This study presents findings from in-depth interviews with 20 parents and caretakers in the San Francisco Bay Area, revealing that e-bikes, including electrified cargo bikes, are a viable alternative for transporting children, increasing community accessibility, and substituting car trips.",2021,International Journal of Sustainable Transportation,Alainna Thomas,https://rosap.ntl.bts.gov/view/dot/67070,True
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,3,"Electric bikes can accomplish almost all of the trips that electric cars can, including taking children to school and hauling heavy loads.",publisher,turn0search11,,E-cargo bikes can replace car trips and reshape family travel,"Research indicates that electric cargo bikes can replace many car journeys, including school runs and shopping trips, and have the potential to shift how families and communities perceive cycling, making it a more practical and inclusive everyday option.",2025,UK Research and Innovation,,https://www.ukri.org/news/e-cargo-bikes-can-replace-car-trips-and-reshape-family-travel/,True
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,3,"Electric bikes can accomplish almost all of the trips that electric cars can, including taking children to school and hauling heavy loads.",publisher,turn0search0,,Transporting kids by e-bike,"This article discusses various electric cargo bikes suitable for transporting children, highlighting models like the Cube Trike Family Hybrid 750 and the Giant Explore E+ 1 GTS, emphasizing their stability, storage capacity, and child-friendly features.",2024,Cycling Electric,,https://www.cyclingelectric.com/buyers-guides/do-i-need-a-cargo-bike-to-transport-kids,True
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,3,"Electric bikes can accomplish almost all of the trips that electric cars can, including taking children to school and hauling heavy loads.",publisher,turn0search1,,Understanding Factors That Lead to Electric Bicycles for Bay Area Users with Children,"This study focuses on family users of electric bikes, including electrified cargo bikes, to learn how e-bikes are substituted for a family car, through semi-structured interviews of 20 San Francisco Bay Area e-bicyclists.",2024,National Center for Sustainable Transportation,,https://ncst.ucdavis.edu/project/understanding-factors-lead-electric-bicycles-bay-area-users-children,True
